COD_AREA_PROGR;ZONA_SANITARIA;NOM_A_PROGRAMA;COD_LOC;NOM_LOC;TIENE_ESCU;COD_LOC_IN;TIPO;GEOM900913;wkt_geom;CLASIFICACION_PROV;CodProv;CodDepart;CodLoc;Establec;NOMBRE_ENT
40;4;SAN MARTIN DE LOS ANDES;58056030;PIL-PIL;t;;PARAJE;"SRID=900913;POINT(-7947560.41455582 -4891935.87674282)";POINT(-71.394150 -40.178640);paraje;58;056;000;HOSP.SAN MARTIN DE LOS ANDES;PIL PIL
42;2;ALUMINE;58105036;PINO HACHADO;f;;PARAJE;"SRID=900913;POINT(-7884208.50140814 -4673791.53853756)";POINT(-70.825050 -38.664950);paraje;;;;;
05;5;CUTRALCO-PLAZA H.;58035026;PLAZA HUINCUL;t;58035090;COMPONENTE;"SRID=900913;POINT(-7701433.65671401 -4711818.07606472)";POINT(-69.183156 -38.931177);municipio 1;58;035;090;HOSP.C.CO-PZA HUINCUL;PLAZA HUINCUL
42;2;ALUMINE;58007025;POI-PUCON;t;;PARAJE;"SRID=900913;POINT(-7925311.69224896 -4702050.24491405)";POINT(-71.194286 -38.862887);paraje;58;007;000;HOSP.ALUMINE;POI PUCON
42;2;ALUMINE;58105037;PRIMEROS PINOS;f;;PARAJE;"SRID=900913;POINT(-7856036.87787309 -4703158.76511015)";POINT(-70.571980 -38.870640);paraje;;;;;
40;4;SAN MARTIN DE LOS ANDES;58056032;PUENTE BLANCO;t;;PARAJE;"SRID=900913;POINT(-7972973.03246072 -4896820.64826973)";POINT(-71.622435 -40.212159);paraje;58;056;000;HOSP.SAN MARTIN DE LOS ANDES;PUENTE BLANCO
20;2;ZAPALA;58112041;PUENTE PICUN LEUFU;t;;PARAJE;"SRID=900913;POINT(-7802254.86963471 -4753623.54983676)";POINT(-70.088848 -39.222712);comision de fomento;58;112;000;HOSP.ZAPALA;PUENTE PICUN LEUFU
20;2;ZAPALA;58021046;PUENTE PICUN LEUFU;t;;PARAJE;"SRID=900913;POINT(-7840869.59722463 -4745610.57362289)";POINT(-70.435730 -39.166926);paraje;;;;;
40;4;SAN MARTIN DE LOS ANDES;58056034;QUECHUQUINA;t;;PARAJE;"SRID=900913;POINT(-7967227.23805704 -4888375.57008578)";POINT(-71.570820 -40.154200);paraje;58;056;000;HOSP.SAN MARTIN DE LOS ANDES;QUECHU QUINA
40;4;SAN MARTIN DE LOS ANDES;58056036;QUILA-QUINA;t;;PARAJE;"SRID=900913;POINT(-7953517.60113262 -4894827.75174966)";POINT(-71.447664 -40.198486);paraje;58;056;000;HOSP.SAN MARTIN DE LOS ANDES;QUILA QUINA
42;2;ALUMINE;58007034;QUILCA;t;;PARAJE;"SRID=900913;POINT(-7885130.56068844 -4714512.03011193)";POINT(-70.833333 -38.950000);paraje;58;007;000;HOSP.ALUMINE;QUILCA
23;2;BAJADA DEL AGRIO;58105040;QUILI MALAL;t;58105040;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7767705.48969978 -4627762.397975)";POINT(-69.778486 -38.341367);comision de fomento;58;105;040;HOSP.BAJADA DEL AGRIO;QUILI MALAL
42;2;ALUMINE;58007028;QUILLEN;f;;PARAJE;"SRID=900913;POINT(-7910675.82353915 -4775596.58656584)";POINT(-71.062810 -39.375460);paraje;58;007;000;HOSP.ALUMINE;QUILLEN
24;2;LONCOPUE;58063034;QUINTUCO;t;;PARAJE;"SRID=900913;POINT(-7832240.8927566 -4603236.7640183)";POINT(-70.358217 -38.168360);paraje;;;;;
42;2;ALUMINE;58007029;RAHUE;f;;PARAJE;"SRID=900913;POINT(-7892859.13903769 -4775518.82217293)";POINT(-70.902760 -39.374920);paraje;58;007;000;HOSP.ALUMINE;RAHUE
30;3;CHOS MALAL;58084034;RAHUECO;f;;PARAJE;"SRID=900913;POINT(-7837317.39230129 -4493393.71055389)";POINT(-70.403820 -37.388470);paraje;58;084;000;HOSP.CHOS MALAL;RAHUECO
20;2;ZAPALA;58112043;RAMON M. CASTRO;t;58112030;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7765551.91308748 -4701849.26504627)";POINT(-69.759140 -38.861481);comision de fomento;58;112;030;HOSP.ZAPALA;RAMON CASTRO
32;3;BUTA RANQUIL;58091034;RANQUIL VEGA;t;;PARAJE;"SRID=900913;POINT(-7767274.82959745 -4448822.10138568)";POINT(-69.774617 -37.069668);paraje;58;091;000;HOSP.BUTA RANQUIL;RANQUIL VEGA
35;3;EL CHOLAR;58084035;RANQUILCO;f;;PARAJE;"SRID=900913;POINT(-7884019.25827379 -4516064.94634971)";POINT(-70.823350 -37.550110);paraje;58;084;000;HOSP.EL CHOLAR;RANQUILCO
25;2;EL HUECU;58084036;RANQUILON;t;;PARAJE;"SRID=900913;POINT(-7849870.02819732 -4548861.05720388)";POINT(-70.516582 -37.783319);paraje;58;084;000;HOSP.EL HUECU;RANQUILON
18;1;RINCON DE LOS SAUCES;58091036;RINCON DE LOS SAUCES;t;58091040;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7672410.04378828 -4493411.62885923)";POINT(-68.922432 -37.388598);municipio 1;58;091;040;HOSP.RINCON DE LOS SAUCES;RINCON DE LOS SAUCES
42;2;ALUMINE;58007031;RUCA-CHOROI;t;;PARAJE;"SRID=900913;POINT(-7913503.91489481 -4757258.30666089)";POINT(-71.088215 -39.248002);paraje;58;007;000;HOSP.ALUMINE;RUCA CHOROY
42;2;ALUMINE;58007039;SAIHUEQUE CACIQUE;t;;PARAJE;"SRID=900913;POINT(-7894476.18081384 -4755234.53955321)";POINT(-70.917286 -39.233922);paraje;;;;;
41;4;JUNIN DE LOS ANDES;58049031;SAN CABAO;t;;PARAJE;"SRID=900913;POINT(-7961109.09208969 -4828451.95781615)";POINT(-71.515860 -39.741523);paraje;;;;;
22;2;LAS LAJAS;58105044;SAN DEMETRIO;t;;PARAJE;"SRID=900913;POINT(-7829948.46095473 -4653833.4229452)";POINT(-70.337624 -38.524824);paraje;58;105;000;HOSP.LAS LAJAS;SAN DEMETRIO
41;4;JUNIN DE LOS ANDES;58028025;SAN IGNACIO;t;;PARAJE;"SRID=900913;POINT(-7876293.29752726 -4853608.50060512)";POINT(-70.753947 -39.915072);paraje;58;049;000;HOSP.JUNIN DE LOS ANDES;SAN IGNACIO
41;4;JUNIN DE LOS ANDES;58049032;SAN IGNACIO;f;;PARAJE;"SRID=900913;POINT(-7876277.72443603 -4853352.52787763)";POINT(-70.753807 -39.913309);paraje;;;;;
40;4;SAN MARTIN DE LOS ANDES;58056038;SAN MARTIN DE LOS ANDES;t;58056010;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7943001.01654252 -4888557.29339203)";POINT(-71.353192 -40.155448);municipio 1;58;056;010;HOSP.SAN MARTIN DE LOS ANDES;SAN MARTIN DE LOS ANDES
19;1;SAN PATRICIO DEL CHAÑAR;58014027;SAN PATRICIO DEL CHAÑAR;t;58014020;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7602928.95104216 -4668091.98407202)";POINT(-68.298273 -38.624961);municipio 1;58;014;020;HOSP.SAN PATRICIO DEL CHA¥AR;SAN PATRICIO DEL CHAÑAR
20;2;ZAPALA;58112044;SANTO DOMINGO;t;;PARAJE;"SRID=900913;POINT(-7770940.2756075 -4708403.13929719)";POINT(-69.807544 -38.907310);paraje;58;112;000;HOSP.ZAPALA;SANTO DOMINGO
20;2;ZAPALA;58112047;SANTO DOMINGO CENTRO;f;;PARAJE;"SRID=900913;POINT(-7770940.1208253 -4708403.30836974)";POINT(-69.807543 -38.907311);paraje;;;;;
16;5;PIEDRA DEL AGUILA;58028019;SANTO TOMAS;t;58028020;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7800831.74050587 -4845489.44247606)";POINT(-70.076064 -39.859109);comision de fomento;58;028;020;HOSP.PIEDRA DEL AGUILA;SANTO TOMAS
16;5;PIEDRA DEL AGUILA;58028020;SAÑICO;t;;PARAJE;"SRID=900913;POINT(-7838747.51376543 -4882910.52177714)";POINT(-70.416667 -40.116667);paraje;58;028;000;HOSP.PIEDRA DEL AGUILA;SAÑICO
05;5;CUTRALCO-PLAZA H.;58035035;SAUZAL BONITO;t;;PARAJE;"SRID=900913;POINT(-7688887.32784217 -4663042.36139985)";POINT(-69.070450 -38.589514);comision de fomento;58;035;000;HOSP.C.CO-PZA HUINCUL;SAUZAL BONITO
10;1;SENILLOSA;58035036;SENILLOSA;t;58035110;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7617120.61345664 -4723656.14406258)";POINT(-68.425759 -39.013853);municipio 1;58;035;110;HOSP.SENILLOSA;SENILLOSA
32;3;BUTA RANQUIL;58091039;SIERRA DE HUANTRAICO;t;;PARAJE;"SRID=900913;POINT(-7767809.89087218 -4498601.35121769)";POINT(-69.779423 -37.425630);paraje;;;;;
30;3;CHOS MALAL;58084037;TAQUIMILAN;t;58084050;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7820302.67597624 -4511770.78088215)";POINT(-70.250974 -37.519521);municipio 3;58;084;050;HOSP.CHOS MALAL;TAQUIMILAN
30;3;CHOS MALAL;58084045;TAQUIMILAN ARRIBA;f;;PARAJE;"SRID=900913;POINT(-7829795.53430839 -4523048.43353613)";POINT(-70.336250 -37.599830);paraje;58;084;050;HOSP.CHOS MALAL;TAQUIMILAN
